
Time
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,225,222,221,215,227,221,355,649,3236
tmpfs,223,223,223,214,207,243,323,490,2477
pmfs,224,223,222,220,208,240,321,437,2352

MajorPageFaults
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,1,1,1,1,1,1,1,1,1
tmpfs,1,1,1,1,1,1,1,1,1
pmfs,1,1,1,1,1,1,1,1,1

MinorPageFaults
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,22,22,22,22,22,22,22,22,22
tmpfs,22,22,22,22,22,22,22,22,22
pmfs,22,22,22,22,22,22,22,22,22

cache-references
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,27351,25235,23378,23611,32773,81362,250350,954685,7482831
tmpfs,18920,24396,18784,24000,25600,15271,15395,15308,469136
pmfs,23234,23953,24738,23488,24579,14133,14186,282074,839778

cache-misses
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,2920,2514,2299,2979,4255,7950,29871,80883,425337
tmpfs,2455,2303,2518,2615,3266,6547,6042,5699,295147
pmfs,2413,2340,2686,2378,2753,2502,2873,130929,745305

L1-dcache-loads
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,265459,256931,231526,351254,593465,1609184,5735552,21621397,158024539
tmpfs,208132,200724,212936,221388,288684,540379,742297,725665,29382678
pmfs,205473,201190,204010,211744,278297,520200,640044,5808788,40354522

L1-dcache-load-misses
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,19959,18476,17945,22641,27687,55561,157023,549147,3595286
tmpfs,18741,17632,18888,18044,20033,27529,23702,23391,370163
pmfs,18016,17751,18214,17107,18497,22116,15223,94120,993595

L1-dcache-stores
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,0,0,0,182658,387928,734696,2928596,12617880,63430900
tmpfs,97059,0,101765,0,0,346220,834118,854159,20037475
pmfs,0,0,0,0,0,327932,650799,656715,27556426

L1-dcache-store-misses
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,0,0,0,0,0,0,0,40266,321056
tmpfs,0,0,0,0,0,0,6880,6983,137004
pmfs,0,0,0,0,0,4367,4594,4551,145340

L1-dcache-prefetches
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,0,0,0,0,0,0,0,0,4911263
tmpfs,0,0,0,0,0,0,15997,7760,391572
pmfs,0,0,0,0,0,0,9491,803,27553

L1-dcache-prefetch-misses
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,0,0,0,0,0,0,0,0,4782515
tmpfs,0,0,0,0,0,0,11541,3239,337916
pmfs,0,0,0,0,0,0,8774,320,9940

L1-icache-loads
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,0,0,0,0,0,0,0,0,240280993
tmpfs,0,0,0,0,0,0,2553602,3497958,45762078
pmfs,0,0,0,0,0,0,2873697,3268629,59465923

L1-icache-load-misses
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
ext4,0,0,0,0,0,0,0,0,189258
tmpfs,0,0,0,0,0,0,27373,11118,171098
pmfs,0,0,0,0,0,0,144553,20597,179230

LLC-loads
Pages,1,2,16,64,256,1024,4192,16768,128000
malloc,
